StudentID,Marital Status,Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,Totalloan,Totalscholarship,Totalworkstudy,Totalgrant
300664,Single,0.0,High School,College,With Parent,56226.0,0.0,0.0,33074.0
298148,Single,1549.0,High School,College,With Parent,42640.0,250.0,0.0,9531.0
300597,Single,0.0,High School,High School,With Parent,7000.0,0.0,0.0,8626.0
303060,Single,1885.0,Unknown,Unknown,Off Campus,0.0,0.0,0.0,32118.0
298316,Single,0.0,High School,High School,With Parent,0.0,0.0,2800.0,44725.65
301271,Single,0.0,High School,High School,Off Campus,3500.0,0.0,0.0,13746.3
298406,Single,0.0,High School,College,With Parent,0.0,0.0,4000.0,16733.0
283668,Single,0.0,Unknown,College,With Parent,0.0,20442.8,0.0,5400.0
302547,Single,0.0,High School,High School,With Parent,40300.0,1035.0,0.0,1500.0
296689,Single,0.0,High School,High School,With Parent,0.0,0.0,4060.0,6018.0
296698,Single,0.0,High School,Middle School,On Campus Housing,0.0,0.0,0.0,0.0
302452,Single,0.0,High School,College,With Parent,0.0,9855.8,0.0,16612.0
297388,Single,1172.0,High School,High School,With Parent,8700.0,7688.8,0.0,52013.0
260559,Married,12124.0,High School,High School,Off Campus,5500.0,2000.0,2000.0,10714.0
301787,Single,0.0,College,High School,Off Campus,7500.0,0.0,0.0,29840.0
290265,Married,49851.0,High School,High School,Off Campus,22000.0,0.0,0.0,0.0
301745,Single,9044.0,Middle School,Middle School,With Parent,4500.0,0.0,0.0,34287.0
292744,,,,,,0.0,0.0,0.0,0.0
297161,Single,0.0,College,College,With Parent,0.0,5000.0,8300.0,65266.0
280697,Single,12501.0,High School,High School,On Campus Housing,0.0,0.0,0.0,0.0
298252,Single,15939.0,High School,High School,On Campus Housing,7000.0,0.0,0.0,16828.0
51316,Single,66532.0,Middle School,Middle School,Off Campus,21000.0,0.0,0.0,0.0
301726,Single,44498.0,Middle School,Middle School,Off Campus,9000.0,0.0,0.0,5625.0
294670,Divorced,0.0,Unknown,Unknown,Off Campus,20766.0,0.0,1000.0,12677.5
298578,,,,,,0.0,0.0,0.0,0.0
302502,Single,11476.0,High School,High School,Off Campus,9000.0,0.0,0.0,20708.0
303583,,,,,,0.0,0.0,0.0,0.0
303817,Single,0.0,High School,Unknown,Off Campus,25000.0,0.0,0.0,19009.0
305119,,,,,,0.0,0.0,0.0,0.0
305298,,,,,,0.0,0.0,0.0,0.0
292345,Single,33018.0,High School,College,Off Campus,31500.0,0.0,0.0,0.0
297146,Single,0.0,College,College,With Parent,0.0,0.0,0.0,5550.0
247693,Single,9261.0,Unknown,College,Off Campus,25500.0,0.0,0.0,12304.0
291758,,,,,,0.0,0.0,0.0,0.0
258879,Single,25282.0,Unknown,High School,With Parent,29802.0,0.0,0.0,0.0
304604,Single,3759.0,Unknown,Unknown,Off Campus,31500.0,0.0,0.0,22781.0
303606,Single,678.0,College,College,With Parent,0.0,0.0,0.0,0.0
301664,Single,7314.0,High School,College,Off Campus,6500.0,0.0,0.0,5737.0
294616,Single,0.0,College,High School,With Parent,25500.0,0.0,0.0,0.0
300889,Single,15272.0,High School,College,Off Campus,1750.0,0.0,0.0,0.0
282486,,,,,,31661.0,0.0,0.0,0.0
301625,Single,12354.0,High School,High School,With Parent,0.0,11723.8,0.0,12576.0
304933,Single,24677.0,High School,Middle School,Off Campus,0.0,0.0,0.0,0.0
304249,,,,,,0.0,0.0,0.0,0.0
276063,Single,0.0,College,College,With Parent,22699.0,0.0,0.0,6660.0
302782,Single,0.0,Middle School,High School,On Campus Housing,3500.0,0.0,0.0,0.0
278173,Single,1013.0,High School,High School,On Campus Housing,52133.0,0.0,0.0,0.0
304674,Single,21427.0,Middle School,Middle School,Off Campus,45669.0,0.0,0.0,33792.0
299844,Single,0.0,High School,High School,On Campus Housing,3500.0,0.0,0.0,11988.0
303301,Single,0.0,High School,College,With Parent,3899.0,0.0,0.0,900.0
297794,Single,5074.0,High School,Middle School,With Parent,2000.0,0.0,5700.0,44705.0
299434,Single,0.0,High School,College,On Campus Housing,1750.0,10000.0,2000.0,4532.0
86489,Single,0.0,Unknown,Unknown,With Parent,0.0,0.0,0.0,6369.0
297844,Single,0.0,High School,High School,With Parent,1000.0,0.0,4300.0,16864.0
303769,Single,0.0,High School,College,With Parent,52027.0,0.0,0.0,42847.0
294946,Single,0.0,High School,High School,Off Campus,3000.0,0.0,6800.0,54421.0
296831,Single,0.0,College,College,With Parent,0.0,0.0,0.0,11051.0
300544,Single,0.0,High School,College,With Parent,0.0,0.0,14000.0,54390.0
301696,Single,0.0,High School,High School,With Parent,33500.0,0.0,0.0,45343.0
299570,Single,0.0,High School,High School,With Parent,25750.0,0.0,2000.0,6183.0
300407,Single,0.0,Middle School,College,With Parent,20732.0,10075.0,0.0,0.0
43733,Single,0.0,,College,On Campus Housing,34500.0,0.0,0.0,55990.0
298780,Single,0.0,College,College,With Parent,51500.0,0.0,2800.0,10013.0
304741,Single,0.0,High School,College,With Parent,41000.0,0.0,0.0,33823.0
302271,Single,0.0,High School,High School,On Campus Housing,337.0,1000.0,0.0,7026.07
298102,Single,0.0,Middle School,High School,With Parent,2782.0,0.0,0.0,24395.0
297572,Single,0.0,High School,High School,On Campus Housing,12000.0,0.0,0.0,6418.0
302398,Single,0.0,Unknown,High School,On Campus Housing,53500.0,0.0,0.0,54629.0
303669,,,,,,0.0,0.0,0.0,0.0
299485,Single,0.0,High School,High School,On Campus Housing,5900.0,0.0,0.0,20339.0
302870,Single,3404.0,Middle School,High School,With Parent,0.0,0.0,2000.0,52206.0
302639,Divorced,14614.0,Middle School,College,Off Campus,11000.0,0.0,0.0,13834.0
300964,Single,0.0,College,College,With Parent,2200.0,0.0,0.0,45805.0
301202,Single,4310.0,Middle School,Middle School,On Campus Housing,9890.0,0.0,0.0,8050.0
302633,Single,0.0,Unknown,High School,Off Campus,0.0,0.0,0.0,10364.0
301530,Single,0.0,Unknown,College,With Parent,16875.0,0.0,0.0,37963.0
304097,Single,23239.0,Unknown,Unknown,Off Campus,4478.0,0.0,0.0,9874.0
298929,Single,3218.0,High School,High School,With Parent,0.0,0.0,0.0,56413.0
299017,Single,0.0,High School,High School,Off Campus,0.0,0.0,0.0,29714.0
305422,Single,3074.0,Middle School,Middle School,Off Campus,25550.0,0.0,0.0,31533.0
267051,Married,22854.0,College,College,Off Campus,11750.0,0.0,0.0,4200.0
304879,,,,,,0.0,0.0,0.0,0.0
304290,Divorced,31200.0,High School,High School,Off Campus,17750.0,0.0,0.0,7250.0
28567,Single,25094.0,Middle School,Middle School,Off Campus,3750.0,0.0,0.0,0.0
302550,Single,0.0,High School,High School,Off Campus,30100.0,0.0,0.0,17012.0
301600,Single,21735.0,High School,College,With Parent,38000.0,0.0,0.0,3960.0
299962,Single,0.0,Middle School,High School,Off Campus,36950.0,0.0,0.0,16309.0
300561,Divorced,36320.0,Unknown,Unknown,Off Campus,36874.0,0.0,0.0,13020.0
285848,Married,116846.0,High School,College,Off Campus,35000.0,0.0,0.0,0.0
302176,,,,,,28896.0,0.0,0.0,0.0
301803,Single,1528.0,College,High School,Off Campus,54057.0,0.0,0.0,0.0
302756,,,,,,0.0,0.0,0.0,0.0
300304,Single,0.0,Unknown,High School,On Campus Housing,39000.0,0.0,0.0,36738.0
301067,Married,69036.0,Middle School,High School,Off Campus,0.0,21642.8,0.0,0.0
297371,Single,0.0,Unknown,College,With Parent,0.0,0.0,0.0,23978.0
273211,Single,0.0,College,High School,On Campus Housing,22283.0,0.0,0.0,23100.0
302772,Single,2069.0,College,College,With Parent,26900.0,0.0,0.0,0.0
280023,Single,10033.0,Unknown,High School,With Parent,24203.0,0.0,0.0,9898.0
300412,Single,3602.0,High School,High School,On Campus Housing,11500.0,0.0,745.0,1000.0
299369,Single,0.0,College,High School,With Parent,0.0,0.0,0.0,23075.0
303260,Separated,6710.0,Unknown,Unknown,Off Campus,0.0,0.0,0.0,346.5
299997,Single,2575.0,College,College,With Parent,1750.0,0.0,0.0,11337.77
300569,Married,27607.0,High School,High School,Off Campus,32500.0,1000.0,0.0,0.0
299363,Married,50735.0,Unknown,Unknown,Off Campus,28500.0,0.0,0.0,0.0
300635,Single,32729.0,High School,College,Off Campus,52218.0,0.0,0.0,0.0
299788,Single,0.0,High School,High School,With Parent,19500.0,0.0,0.0,43566.0
302134,Single,0.0,,College,With Parent,19250.0,0.0,3900.0,41615.0
301723,Single,6363.0,College,College,With Parent,13598.0,0.0,0.0,17382.0
283028,Married,21539.0,College,College,Off Campus,12750.0,0.0,0.0,15296.0
294970,Married,79480.0,High School,High School,Off Campus,25811.0,0.0,0.0,0.0
301192,,,,,,28500.0,0.0,0.0,0.0
303346,,,,,,0.0,0.0,0.0,0.0
305186,,,,,,0.0,0.0,0.0,0.0
304587,,,,,,0.0,0.0,0.0,0.0
305182,Single,36805.0,Unknown,Unknown,Off Campus,21000.0,0.0,0.0,3933.0
305459,,,,,,0.0,0.0,0.0,0.0
303053,,,,,,0.0,0.0,0.0,0.0
302328,Single,9830.0,College,College,With Parent,20000.0,1000.0,0.0,12324.0
301676,Single,0.0,High School,High School,On Campus Housing,0.0,0.0,0.0,10714.0
300895,Single,0.0,High School,Middle School,On Campus Housing,62873.0,0.0,4000.0,61790.0
297560,Single,54015.0,Middle School,High School,Off Campus,18000.0,10000.0,0.0,0.0
299456,Single,0.0,High School,High School,With Parent,11000.0,0.0,0.0,23066.0
303183,Single,0.0,High School,High School,On Campus Housing,2750.0,2000.0,0.0,1300.0
298767,Single,0.0,High School,College,On Campus Housing,7230.0,0.0,420.0,11588.0
297755,Single,0.0,High School,High School,On Campus Housing,43000.0,0.0,5000.0,56355.0
297083,Single,0.0,,College,On Campus Housing,21750.0,0.0,2164.0,8124.0
303435,Single,0.0,High School,High School,Off Campus,1750.0,0.0,0.0,14522.0
305281,,,,,,0.0,0.0,0.0,0.0
299668,Single,0.0,Unknown,College,Off Campus,41000.0,0.0,0.0,22585.0
301313,Separated,48088.0,College,High School,Off Campus,28749.0,10000.0,0.0,11276.0
303775,Single,18410.0,High School,High School,Off Campus,40761.0,500.0,0.0,33128.0
300221,Single,0.0,Unknown,High School,With Parent,19000.0,0.0,0.0,35822.0
304227,Single,0.0,Unknown,Middle School,Off Campus,2250.0,0.0,0.0,2000.0
301813,Married,23078.0,College,College,Off Campus,0.0,0.0,0.0,0.0
301624,Single,0.0,High School,High School,Off Campus,7675.0,0.0,0.0,19172.0
299713,,,,,,0.0,0.0,0.0,0.0
293485,Single,20504.0,Middle School,Middle School,Off Campus,6500.0,1000.0,0.0,15711.0
298859,Single,0.0,Unknown,Unknown,On Campus Housing,13000.0,0.0,0.0,26203.0
299006,Single,0.0,Unknown,High School,On Campus Housing,6250.0,0.0,3000.0,17883.0
301422,Single,16639.0,High School,College,Off Campus,0.0,0.0,0.0,0.0
300292,Single,1668.0,Middle School,High School,With Parent,0.0,0.0,0.0,4062.0
299959,Single,0.0,College,College,With Parent,3500.0,0.0,0.0,4163.0
300608,Single,0.0,Unknown,College,With Parent,0.0,0.0,0.0,2584.0
304552,Divorced,21122.0,High School,High School,Off Campus,10867.0,0.0,0.0,18503.0
300586,Single,17267.0,High School,High School,With Parent,24500.0,0.0,0.0,0.0
303907,,,,,,0.0,0.0,0.0,0.0
299408,Single,0.0,Unknown,Unknown,Off Campus,13649.0,0.0,0.0,40927.0
268673,Single,0.0,Unknown,Unknown,Off Campus,7000.0,0.0,0.0,0.0
301562,Single,0.0,College,High School,On Campus Housing,11250.0,0.0,0.0,24578.0
277866,,,,,,0.0,0.0,0.0,0.0
303428,Single,17850.0,High School,College,With Parent,0.0,0.0,0.0,0.0
304525,Single,124.0,College,College,Off Campus,0.0,0.0,0.0,11588.0
302917,Single,0.0,High School,High School,With Parent,5500.0,0.0,0.0,750.0
304854,Single,0.0,High School,Middle School,Off Campus,0.0,0.0,0.0,2082.0
303599,,,,,,40342.0,0.0,0.0,0.0
264697,Single,11713.0,High School,High School,With Parent,5750.0,0.0,0.0,17493.0
303565,Single,0.0,High School,High School,Off Campus,40000.0,0.0,0.0,0.0
304246,Single,59043.0,High School,College,With Parent,7500.0,0.0,0.0,0.0
304279,Single,17959.0,High School,Unknown,With Parent,11750.0,0.0,0.0,16755.0
303589,Single,0.0,High School,High School,Off Campus,3500.0,0.0,0.0,5550.0
299396,Single,0.0,High School,High School,On Campus Housing,12400.0,0.0,0.0,9824.0
299020,Single,0.0,College,College,With Parent,25000.0,0.0,0.0,58581.0
301684,Single,0.0,High School,High School,On Campus Housing,0.0,0.0,0.0,5794.0
293205,Single,16143.0,College,High School,With Parent,14750.0,0.0,0.0,8200.0
303305,Single,32168.0,Unknown,Unknown,Off Campus,28500.0,0.0,0.0,0.0
268879,Single,3298.0,Unknown,High School,Off Campus,30500.0,10000.0,0.0,12712.0
298895,Single,0.0,College,High School,With Parent,23500.0,0.0,0.0,18373.0
299243,Single,5448.0,College,High School,On Campus Housing,36700.0,0.0,3142.0,32882.0
301078,Married,65077.0,High School,High School,Off Campus,3750.0,0.0,0.0,1088.0
301377,,,,,,0.0,0.0,0.0,0.0
300367,,,,,,0.0,0.0,0.0,0.0
301653,Single,11884.0,High School,High School,On Campus Housing,13750.0,0.0,0.0,14487.0
299272,Single,0.0,High School,Unknown,Off Campus,0.0,0.0,0.0,17783.0
297218,Single,0.0,College,Middle School,With Parent,5500.0,11000.0,0.0,56788.0
299086,Single,489.0,College,High School,Off Campus,9350.0,0.0,3000.0,47872.0
299972,Single,0.0,High School,Middle School,Off Campus,3560.0,0.0,0.0,3731.0
303358,Single,11967.0,High School,High School,Off Campus,0.0,0.0,0.0,0.0
297892,Single,0.0,Middle School,High School,With Parent,1750.0,0.0,0.0,2775.0
301309,Single,0.0,High School,Middle School,With Parent,28750.0,0.0,0.0,46781.0
296633,Single,13693.0,College,High School,With Parent,7500.0,0.0,0.0,5806.0
302533,Single,0.0,Unknown,College,With Parent,40500.0,0.0,0.0,29414.0
300002,Single,0.0,College,College,With Parent,0.0,0.0,0.0,5794.0
294406,Single,0.0,Unknown,Unknown,On Campus Housing,67500.0,0.0,3290.0,69709.0
303601,Single,54031.0,College,College,Off Campus,32764.0,0.0,0.0,0.0
302183,Married,80594.0,Middle School,College,Off Campus,31500.0,14340.0,0.0,8597.0
270506,Single,0.0,High School,High School,Off Campus,0.0,0.0,0.0,1900.0
298325,Single,0.0,High School,College,With Parent,3500.0,0.0,0.0,0.0
298033,Single,12580.0,College,Middle School,With Parent,5200.0,0.0,0.0,41699.0
293611,,,,,,0.0,0.0,0.0,0.0
304263,Single,9110.0,High School,College,With Parent,0.0,3000.0,0.0,0.0
301326,Single,29209.0,High School,High School,Off Campus,0.0,0.0,0.0,0.0
281368,Single,0.0,College,College,With Parent,5500.0,0.0,0.0,10442.0
304905,Single,0.0,College,College,Off Campus,54500.0,2000.0,2000.0,21698.0
300290,Single,0.0,College,High School,With Parent,0.0,0.0,0.0,14015.0
299495,Single,0.0,College,College,With Parent,0.0,24000.0,0.0,0.0
302116,Separated,0.0,College,Middle School,Off Campus,48600.0,0.0,0.0,8640.0
302551,Married,141564.0,Unknown,Unknown,,0.0,0.0,0.0,0.0
299115,,,,,,0.0,0.0,0.0,6790.0
302819,,,,,,0.0,0.0,0.0,0.0
304823,Single,30972.0,College,College,With Parent,35500.0,0.0,0.0,0.0
305310,Single,25308.0,College,High School,Off Campus,14750.0,0.0,0.0,0.0
294719,Single,2000.0,College,College,Off Campus,30000.0,0.0,0.0,15358.0
302717,Single,0.0,High School,Unknown,With Parent,6500.0,9019.5,0.0,22001.0
305260,,,,,,0.0,0.0,0.0,0.0
304298,Single,4000.0,High School,High School,On Campus Housing,38500.0,1000.0,0.0,0.0
72295,Married,71507.0,College,College,Off Campus,0.0,0.0,0.0,0.0
300240,Single,0.0,High School,College,On Campus Housing,9500.0,0.0,2000.0,0.0
301382,Single,38512.0,Unknown,Middle School,Off Campus,9500.0,3000.0,0.0,4700.0
258799,Single,16173.0,College,College,Off Campus,21750.0,0.0,0.0,0.0
299293,Single,4764.0,Unknown,Middle School,On Campus Housing,9400.0,0.0,2000.0,12988.0
304560,Single,6158.0,High School,College,With Parent,77437.0,250.0,2000.0,0.0
300275,Single,0.0,College,High School,With Parent,0.0,0.0,0.0,0.0
298966,Single,0.0,Middle School,High School,With Parent,22000.0,0.0,0.0,46232.65
303622,Married,39705.0,Unknown,High School,Off Campus,5730.0,0.0,0.0,5550.0
294160,Single,14592.0,High School,High School,With Parent,0.0,0.0,0.0,17697.0
298782,Single,0.0,College,High School,With Parent,5250.0,0.0,0.0,13719.0
94804,Married,35606.0,College,College,Off Campus,0.0,0.0,0.0,14952.0
299583,Single,3650.0,High School,Middle School,With Parent,26630.0,0.0,0.0,0.0
304216,Single,0.0,College,College,On Campus Housing,36000.0,0.0,0.0,10732.0
302707,Married,20504.0,College,College,Off Campus,0.0,0.0,0.0,1388.0
297627,Single,18687.0,Middle School,Middle School,Off Campus,22000.0,0.0,0.0,3885.0
300203,Married,25440.0,Unknown,Middle School,Off Campus,0.0,0.0,0.0,2975.0
301857,Single,0.0,High School,High School,On Campus Housing,9500.0,0.0,0.0,10714.0
300303,Divorced,94869.0,High School,High School,Off Campus,0.0,0.0,0.0,0.0
297839,Divorced,1805.0,College,Middle School,Off Campus,31000.0,250.0,0.0,29434.0
37630,Single,38694.0,Unknown,Unknown,Off Campus,12000.0,4000.0,0.0,7204.0
84534,Single,0.0,Unknown,High School,Off Campus,0.0,4000.0,0.0,24378.0
303227,Single,52364.0,High School,High School,Off Campus,0.0,0.0,0.0,0.0
295130,Single,0.0,High School,High School,With Parent,0.0,23371.8,8000.0,29039.0
295794,Separated,23492.0,Middle School,Middle School,Off Campus,22516.0,10021.0,0.0,900.0
294755,Single,6648.0,Middle School,Middle School,With Parent,9078.0,500.0,0.0,14755.0
303703,Married,88650.0,High School,High School,Off Campus,12500.0,5000.0,0.0,0.0
279885,Single,6098.0,High School,College,With Parent,0.0,3000.0,0.0,25928.0
259621,Single,0.0,High School,College,With Parent,0.0,0.0,0.0,1506.0
301106,Single,9568.0,Unknown,High School,On Campus Housing,18625.0,0.0,0.0,0.0
301023,Single,9898.0,High School,High School,Off Campus,15806.0,0.0,0.0,17533.0
299655,Single,0.0,High School,College,Off Campus,17500.0,0.0,0.0,52030.0
302132,Single,0.0,High School,College,With Parent,2337.0,0.0,0.0,3912.0
301080,,,,,,0.0,0.0,0.0,0.0
276262,,,,,,0.0,0.0,0.0,0.0
305161,Single,113764.0,College,High School,Off Campus,9000.0,0.0,0.0,0.0
298900,Single,0.0,Unknown,College,With Parent,0.0,0.0,0.0,30007.0
304723,Married,61844.0,College,College,Off Campus,0.0,0.0,0.0,0.0
305247,Single,0.0,High School,High School,With Parent,24750.0,0.0,0.0,18823.0
304000,Married,82752.0,Unknown,Unknown,Off Campus,0.0,0.0,0.0,0.0
303722,Single,27610.0,Unknown,High School,With Parent,32480.0,0.0,0.0,0.0
300370,Married,98064.0,Middle School,Middle School,With Parent,12500.0,0.0,0.0,0.0
303211,Single,0.0,High School,High School,On Campus Housing,6938.0,0.0,0.0,2350.0
301762,,,,,,27000.0,0.0,0.0,0.0
301601,Married,2600.0,Unknown,High School,Off Campus,12500.0,0.0,0.0,0.0
295326,,,,,,0.0,0.0,0.0,0.0
235992,Single,3992.0,College,College,Off Campus,0.0,0.0,0.0,7876.0
303503,Single,81368.0,High School,College,Off Campus,52218.0,0.0,0.0,0.0
301928,Separated,0.0,College,College,Off Campus,17500.0,0.0,0.0,0.0
282295,,,,,,0.0,0.0,0.0,0.0
299240,Single,0.0,Middle School,College,With Parent,5500.0,0.0,1200.0,6632.0
303921,Single,0.0,Middle School,Middle School,Off Campus,25000.0,0.0,0.0,33404.0
302346,Single,14405.0,High School,High School,Off Campus,14500.0,0.0,0.0,6300.0
305044,Single,0.0,Middle School,Middle School,On Campus Housing,0.0,0.0,0.0,9151.68
305226,Single,21606.0,Unknown,Unknown,Off Campus,47000.0,0.0,0.0,12730.0
296050,Married,12566.0,Middle School,Middle School,Off Campus,0.0,0.0,0.0,2775.0
294698,Single,0.0,Middle School,High School,With Parent,9430.0,0.0,0.0,16940.0
298959,Single,0.0,College,High School,With Parent,0.0,17943.8,0.0,36524.0
296175,Single,8924.0,College,College,Off Campus,0.0,0.0,0.0,25406.0
286282,Single,0.0,Unknown,Unknown,Off Campus,0.0,40077.1,0.0,20540.0
93195,,,,,,0.0,0.0,0.0,0.0
302191,Single,11552.0,Unknown,College,Off Campus,12750.0,0.0,0.0,10307.0
299072,Separated,28480.0,Unknown,Unknown,Off Campus,29500.0,0.0,0.0,12065.0
304578,Single,0.0,College,High School,On Campus Housing,92212.0,0.0,0.0,0.0
301493,Single,0.0,College,College,With Parent,1300.0,0.0,0.0,6640.0
305255,,,,,,0.0,0.0,0.0,0.0
299798,Single,0.0,,,With Parent,950.0,0.0,0.0,1196.94
301764,Single,17605.0,Unknown,High School,Off Campus,47000.0,250.0,0.0,34623.0
302827,Single,0.0,College,College,On Campus Housing,57500.0,0.0,0.0,50162.0
292383,Single,0.0,Middle School,High School,On Campus Housing,12000.0,0.0,0.0,5950.0
250478,Single,0.0,High School,High School,Off Campus,0.0,0.0,0.0,14565.0
257718,Single,0.0,College,College,On Campus Housing,21500.0,0.0,4000.0,27473.0
301582,Married,50978.0,College,High School,Off Campus,27480.0,0.0,0.0,0.0
301583,Single,60862.0,College,High School,Off Campus,31332.0,5000.0,0.0,0.0
303915,Single,0.0,High School,College,With Parent,13750.0,0.0,1300.0,3826.0
304440,,,,,,0.0,0.0,0.0,0.0
302131,Single,0.0,High School,College,With Parent,0.0,0.0,0.0,11538.0
299554,Single,0.0,College,College,With Parent,0.0,24000.0,0.0,0.0
303035,Single,38347.0,Unknown,High School,Off Campus,25000.0,500.0,0.0,0.0
302202,,,,,,0.0,0.0,0.0,0.0
303596,Single,21599.0,Middle School,High School,Off Campus,12750.0,1000.0,0.0,787.5
302946,Single,23045.0,Middle School,High School,Off Campus,16000.0,1746.0,0.0,8762.0
302354,Single,0.0,College,Unknown,On Campus Housing,45500.0,0.0,1000.0,13134.0
26660,,,,,,0.0,0.0,0.0,0.0
301797,Married,25391.0,Unknown,Unknown,Off Campus,5500.0,0.0,0.0,0.0
302770,Single,10311.0,Unknown,Unknown,Off Campus,0.0,0.0,0.0,0.0
305204,Single,0.0,High School,High School,Off Campus,18000.0,0.0,2000.0,30148.0
304797,,,,,,0.0,0.0,0.0,0.0
302629,Married,50482.0,College,College,Off Campus,18000.0,0.0,0.0,8121.0
297251,Single,0.0,College,High School,With Parent,27549.0,0.0,0.0,54123.0
304738,Single,0.0,High School,High School,On Campus Housing,16500.0,0.0,0.0,24752.0
296844,Single,0.0,High School,Middle School,With Parent,0.0,0.0,0.0,19525.0
301395,Single,66238.0,High School,High School,Off Campus,0.0,0.0,0.0,0.0
304257,Single,12995.0,Middle School,High School,With Parent,0.0,0.0,0.0,7677.0
260331,Single,24081.0,High School,High School,With Parent,54133.0,0.0,0.0,0.0
302976,,,,,,0.0,0.0,0.0,0.0
252871,Single,0.0,High School,College,Off Campus,11000.0,0.0,0.0,5520.0
303232,Single,0.0,College,College,With Parent,25000.0,0.0,0.0,0.0
301131,Single,0.0,Unknown,,With Parent,5943.0,2320.0,9570.0,48220.0
301130,Single,0.0,Unknown,Unknown,On Campus Housing,2750.0,20000.0,0.0,55025.0
301634,,,,,,0.0,0.0,0.0,0.0
277702,Separated,21100.0,Unknown,Unknown,Off Campus,44000.0,0.0,0.0,24081.78
277196,,,,,,12500.0,0.0,0.0,3565.0
298452,Single,0.0,College,Unknown,With Parent,0.0,0.0,0.0,5554.55
303895,,,,,,0.0,0.0,0.0,0.0
298696,Single,0.0,Unknown,High School,On Campus Housing,5250.0,0.0,0.0,0.0
301346,Single,56.0,College,College,With Parent,16308.0,0.0,0.0,26203.0
305180,,,,,,7039.0,0.0,0.0,0.0
297513,Single,0.0,College,High School,Off Campus,25000.0,0.0,0.0,37412.0
298509,,,,,,4036.0,0.0,0.0,2188.0
300416,Single,0.0,High School,High School,Off Campus,0.0,0.0,0.0,43892.0
300425,Single,46009.0,High School,High School,With Parent,18541.0,4125.0,0.0,0.0
298934,Single,0.0,High School,High School,With Parent,5589.0,0.0,0.0,0.0
304610,Separated,0.0,College,College,Off Campus,9023.0,0.0,0.0,19089.0
304937,,,,,,0.0,0.0,0.0,0.0
281963,Married,17540.0,College,College,Off Campus,3750.0,0.0,0.0,2706.0
297198,Single,11843.0,High School,High School,Off Campus,0.0,0.0,0.0,1388.0
39414,Single,7826.0,High School,High School,Off Campus,15750.0,0.0,2000.0,11588.0
305183,,,,,,0.0,0.0,0.0,0.0
295509,Single,24445.0,Unknown,College,Off Campus,17750.0,0.0,0.0,9871.0
291040,Single,4667.0,Middle School,Middle School,Off Campus,22250.0,0.0,0.0,21023.0
304223,Single,19674.0,High School,High School,With Parent,50868.0,0.0,0.0,700.0
303236,Single,15620.0,Middle School,Middle School,Off Campus,17750.0,0.0,0.0,20126.0
