StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
27743,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.58,2.57
27743,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.68,2.56
27743,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.5,2.53
27936,2015-16,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.65,2.65
28117,2015-16,1,1,2015-16,1,0,0,0,0,0,0,0,0,1,0,0
28229,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.34,3.28
28229,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.16,3.22
28229,2016-17,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,3.45,3.22
28567,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,1.54,1.54
28848,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3,3
28848,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.7,3.35
28925,2012-13,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.5,3.48
28925,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.34,3.52
28925,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.49,3.56
28925,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.4,3.4
28925,2012-13,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.5
28925,2012-13,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.52,3.48
28925,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.22,3.47
28925,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.6,3.57
28925,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.8,3.6
29164,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.43,3.45
29164,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.68
29164,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.47
29164,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.2,3.2
29164,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.5,3.65
29164,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.7,3.53
29164,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.27,3.23
29164,2011-12,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,3.3,3.66
29164,2011-12,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.62
29716,2012-13,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.3,3.35
29716,2012-13,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.7,3.7
29716,2012-13,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.3,3.34
29716,2012-13,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.7,3.7
29716,2012-13,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.7,3.7
30174,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,1.88,2.18
30174,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.58,2.57
30292,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.83,3.82
30480,2012-13,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.3,3.12
30480,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.3,3.55
30480,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,4,4
30480,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,1,3.18
30480,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.5,3.6
30480,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.33,3.66
30767,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.3,2.65
30767,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.65,2.43
30958,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.38,3.33
30958,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.08,3.07
30958,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.91,3.4
30958,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.16,3.12
30958,2012-13,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.42
30958,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.26
30985,2014-15,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,0,2.96
30985,2014-15,1,1,2015-16,1,0,0,0,0,0,0,0,0,1,3.65,3.2
30985,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.7,0.85
30985,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.57,2.96
30985,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.5,2.17
31126,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,0,0
31216,2013-14,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.93,3.63
31216,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,3.56
31216,2013-14,1,1,2014-15,1,0,0,0,0,0,0,0,0,1,3.43,3.42
31216,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.09,3.09
31216,2013-14,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.93,3.66
31216,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.68,3.57
31216,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.33,3.4
31216,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.77,3.41
31216,2013-14,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.57
31216,2013-14,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.45
31216,2013-14,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,3.5,3.39
31224,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3,3
31659,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.15,3.03
31659,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.35,3.14
31659,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3,3
31659,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3,3.02
31659,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.15,3.14
31659,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,0,3
31659,2012-13,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,2,3
32175,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.3,3.3
32175,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3,3.32
32175,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,4,3.65
32175,2011-12,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,2.66
32551,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.4,3.32
32551,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.94,3.58
32551,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.85,2.85
32551,2011-12,3,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.64
32551,2011-12,3,6,2011-12,0,0,0,0,0,0,0,0,0,1,4,3.23
32718,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,4,4
32718,2016-17,3,6,2016-17,0,0,0,0,0,0,0,0,0,1,3.85,3.95
32781,2012-13,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,0,1.13
32781,2012-13,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,1.83,1.82
32781,2012-13,3,6,2012-13,0,0,0,0,0,0,0,0,0,1,2,1.46
33332,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,0,0
33370,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3,3.02
33370,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.68,2.89
33370,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.57,2.56
33370,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,0,0
33370,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.55,3.02
33370,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.28,2.99
33370,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,3.1,3.01
34166,2014-15,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.83
34166,2014-15,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.7,3.79
34166,2014-15,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.67,3.66
34166,2014-15,3,6,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.79
34272,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.89,3.36
34272,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.38,3.4
34272,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.36,3.36
34272,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,0,3.36
34272,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.6,3.44
34272,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.45,3.4
34272,2013-14,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.46
34380,2012-13,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,0,2.86
34380,2012-13,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.86,2.86
34474,2012-13,1,1,2012-13,0,1,0,0,0,0,0,0,0,1,0.33,0.33
34474,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,0.9,0.61
34666,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,4,4
34666,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,4,4
34666,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,4,4
34666,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,4,4
34919,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.85,3.28
34919,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.5,3.5
34919,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.85,3.41
34919,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.4,3.44
34919,2012-13,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,3,3.5
34937,2012-13,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,4,4
34937,2012-13,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,4,4
34937,2012-13,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,4,4
34937,2012-13,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,4,4
34937,2012-13,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,4,4
34937,2012-13,3,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,4
35056,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.4,3.25
35056,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.58,3.27
35056,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.07,3.07
35056,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.93,3.18
35056,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.18,3.12
35056,2011-12,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,3,3.22
35315,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,1,1.88
35315,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2.8,2.8
35315,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.7,2.76
35433,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.24,3.23
35433,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.35,2.99
35803,2013-14,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.22
35803,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.13
35803,2013-14,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.67,3.38
35803,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.7,3.02
35803,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.7,2.7
35803,2013-14,3,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,3.44
36082,2013-14,3,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.83,3.14
36082,2013-14,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.91,2.85
36082,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,2,2
36082,2013-14,3,6,2016-17,0,0,0,0,0,0,0,0,0,1,3.7,3.14
36082,2013-14,3,6,2014-15,0,0,0,0,0,0,0,0,0,1,1.7,1.94
36438,2011-12,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,2,2.25
36438,2011-12,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.13,2.41
36438,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2,2
36461,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,4,4
36945,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,4,4
37218,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.35,3.15
37218,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.9,2.9
37218,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3,3.03
37218,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.25,3.06
37218,2015-16,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,3.3,3.13
37491,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,1.92,1.91
37630,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.68,3.71
37630,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.82,3.82
37630,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.93,3.75
37630,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.45,3.62
37630,2011-12,1,6,2011-12,0,0,0,0,0,0,0,0,0,1,4,3.66
37639,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.4,3.4
37639,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.22,3.3
38319,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.46,3.32
38319,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.58,3.07
38319,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.43,3.25
38319,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,3,3.3
39414,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,1.2,2.06
39414,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.07,3.07
39414,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.18,3.12
39414,2011-12,1,6,2011-12,0,0,0,0,0,0,0,0,0,1,0,2.77
39588,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.2,2.93
39588,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.7,3.7
39588,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.6,3.65
39588,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,2,3.15
40825,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.72,3.48
40825,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.84,3.83
40825,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3,3.43
40904,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,0,0
41744,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.88
41744,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.75,3.87
41744,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.87
41744,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.89
41744,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.89
41744,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.93,3.89
41744,2012-13,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.86
41744,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.88
42168,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.85,3.85
42888,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.18,3.06
42888,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.5,3.5
42888,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.83,2.79
42888,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.13,2.78
42888,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,2.91
43071,2014-15,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,0,3.01
43071,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.88,2.94
43071,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.67,3.66
43071,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,1.62,3.01
43071,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.9,3.28
43071,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.38
43279,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.85,3.85
43279,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.35,3.6
43344,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,0,0
43419,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3,3.64
43419,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.43,3.42
43419,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.93,3.71
43419,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.75,3.58
43422,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.58,3.27
